clause_text,clause_type
"Disputes. Borrower shall notify Silicon promptly of all disputes or claims relating to Receivables. Borrower shall not forgive (completely or partially), compromise or settle any Receivable for less than payment in full, or agree to do any of the foregoing, except that Borrower may do so, provided that: (i) Borrower does so in good faith, in a commercially reasonable manner, in the ordinary course of business, and in arm's length transactions, which are reported to Silicon on the regular reports provided to Silicon; (ii) no Default or Event of Default has occurred and is continuing; and (iii) taking into account all such discounts settlements and forgiveness, the total outstanding Loans will not exceed the Credit Limit. Silicon may, at any time after the occurrence of an Event of Default, settle or adjust disputes or claims directly with Account Debtors for amounts and upon terms which Silicon considers advisable in its reasonable credit judgment and, in all cases, Silicon shall credit Borrower's Loan account with only the net amounts received by Silicon in payment of any Receivables.",disputes
"Disputes. If Customer is dissatisfied with any products or services purchased under these terms and disagrees with HP’s proposed resolution, we both agree to promptly escalate the issue to a Vice President (or equivalent executive) in our respective organizations for an amicable resolution without prejudice to the right to later seek a legal remedy.",disputes
"Disputes. If there shall be a dispute between the Owner and the Manager relating to this Management Agreement resulting in litigation, the prevailing party in such litigation shall be entitled to recover from the other party to such litigation such amount as the court shall fix as reasonable attorneys’ fees.",disputes
"Disputes. Within 10 days of receipt of a statement from Network Rail under paragraph 13.1, the Train Operator shall notify Network Rail of any aspects of the statement which it disputes, giving reasons for any dispute. Save to the extent that disputes are so notified, the Train Operator shall be deemed to have agreed the contents of the statement.",disputes
"Disputes. It is the objective of the Parties to establish procedures to facilitate the resolution of disputes arising under this Agreement in an expedient manner by mutual cooperation and without resort to litigation. In the event of any disputes, controversies or differences which may arise between the Parties out of or in relation to or in connection with this Agreement (other than disputes arising from a Committee), including, without limitation, any alleged failure to perform, or breach, of this Agreement, or any issue relating to the interpretation or application of this Agreement, then upon the request of either Party by written notice, the Parties agree to meet and discuss in good faith a possible resolution thereof, which good faith efforts shall include at least one in-person meeting between the Executive Officers of each Party. If the matter is not resolved within thirty (30) days following the written request for discussions, either Party may then invoke the provisions of Section 11.2. For the avoidance of doubt, any disputes, controversies or differences arising from a Committee pursuant to Article 2 shall be resolved solely in accordance with Section 2.4.",disputes
"Disputes. All disputes arising out of or in connection with this LGIA whereby relief is sought by or from the CAISO shall be settled in accordance with the provisions of Article 13 of the CAISO Tariff, except that references to the CAISO Tariff in such Article 13 of the CAISO Tariff shall be read as references to this LGIA. Disputes arising out of or in connection with this LGIA not subject to provisions of Article 13 of the CAISO Tariff shall be resolved as follows:",disputes
"Disputes. All disputes relating to or arising from this Agreement and/or Executive’s employment with the Company shall be resolved, upon written request by either party, by final and binding arbitration by the Judicial Arbiter Group (“JAG”) in Denver, Colorado in accordance with the JAMS Streamlined Arbitration Rules and Procedures as in effect at the time of the arbitration. The JAG arbitration fees shall be paid equally by the parties hereto. Arbitration hereunder shall take place before one JAG arbitrator mutually agreed upon by the parties within 30 days of the written request for arbitration. If the parties are unable or fail to agree upon the arbitrator within such time, the parties shall submit a request at the end of such period to JAG to select the arbitrator within 15 days thereafter. The arbitration and determination rendered by the JAG arbitrator shall be final and binding on the parties and judgment may be entered upon such determination in any court having jurisdiction thereof (and such judgment enforced, if necessary, through judicial proceedings). It is understood and agreed that the arbitrator shall be specifically empowered to designate and award any remedy available at law or in equity, including specific performance. The arbitrator may award costs and expenses of the arbitration proceeding (including, without limitation, reasonable attorneys' fees) to the prevailing party.",disputes
"Disputes. In the event that a dispute arises as to the terms of this Agreement, the Escrow Agent shall be entitled to deposit, in the nature of any interpleader action, any documents or proceeds then held by such Escrow Agent with any court of competent jurisdiction within the State of Nevada and shall be reimbursed for all its attorney’s fees and costs connected therewith, even if Escrow Agent, as attorney, represents himself.",disputes
"Disputes. In the event of a dispute between the parties as to performance of the Work, the interpretation of this Contract, or payment or nonpayment for work performed or not performed, the parties shall attempt to resolve the dispute by those procedures set forth in Public Contract Code section 20104, et seq., if applicable. Pending resolution of the dispute, Contractor agrees it will neither rescind the Contract nor stop the progress of the Work, but will allow determination by the court of the State of California, in the county in which the District’s administration office is located, having competent jurisdiction of the dispute. All claims of over $375,000, which are outside the scope of Public Contract Code section 20104, et seq., may be determined by mediation if mutually agreeable, otherwise by litigation. Notice of the demand for mediation of a dispute shall be filed in writing with the other party to the Contract. The demand for mediation of any claim of over $375,000 shall be made within a reasonable time after written notice of the dispute has been provided to the other party, but in no case longer than ninety (90) days after initial written notice, and the demand shall not be made later than the time of Contractor submission of the request for final payment. If a claim, or any portion thereof, remains in dispute upon satisfaction of all applicable dispute resolution requirements, the Design-Builder shall comply with all claims presentation requirements as provided in Chapter 1 (commencing with section 900) and Chapter 2 (commencing with section 910) of Part 3 of Division 3.6 of Title 1 of Government Code as a condition precedent to the Contractor’s right to bring a civil action against the District. For purposes of those provisions, the running of the time within which a claim must be presented to the District shall be tolled from the time the claimant submits its written claim until the time the claim is denied, including any time utilized by any applicable meet and confer process.",disputes
"Disputes. Any dispute arising from this Agreement shall be resolved through: (Check one) ☐ Court litigation. Disputes shall be resolved in the courts of the State of ______________. ☐ If either Party brings legal action to enforce its rights under this Agreement, the prevailing party will be entitled to recover from the other Party its expenses (including reasonable attorneys’ fees) incurred in connection with the action and any appeal. ☐ Binding arbitration. Binding arbitration shall be conducted in accordance with the rules of the American Arbitration Association. ☐ Mediation. ☐ Mediation, then binding arbitration. If the dispute cannot be resolved through mediation, then the dispute will be resolved through binding arbitration conducted in accordance with the rules of the American Arbitration Association.",disputes
"Disputes. Except as specifically set forth in Section 2.3, the Parties recognize that disputes as to certain matters may from time to time arise during the term of this Agreement which relate to either Party’s rights and/or obligations hereunder. It is the objective of the Parties to establish procedures to facilitate the resolution of disputes arising under this Agreement in an expedient manner by mutual cooperation and without resort to litigation. To accomplish this objective, the Parties agree to follow the procedures set forth in this Article 12 if and when a dispute arises under this Agreement. The JAC, if in existence, shall serve as the initial forum for resolving all such disputes. If the JAC is not in existence or is unable to resolve any dispute within fifteen (15) days of either Party presenting such dispute to the JAC, the dispute shall be referred to the [Title] of PPD and to the [Title] of Janssen, for discussion and resolution. If such personnel are unable to resolve such dispute within thirty (30) days of initiating such negotiations, unless otherwise agreed by the Parties, such dispute shall be finally settled under Sections 12.3 and 12.4.",disputes
"Disputes. 10.1 The NYISO, Connecting Transmission Owner and Interconnection Customer agree to attempt to resolve all disputes arising out of the interconnection process according to the provisions of this article.",disputes
"Disputes. Any dispute or controversy arising under or in connection with this Agreement shall be settled exclusively by arbitration in Boston, Massachusetts or, at the option of Executive, in the county where Executive then resides, in accordance with the Rules of the American Arbitration Association then in effect. Judgment may be entered on an arbitrator's award relating to this Agreement in any court having jurisdiction.",disputes
"Disputes. Except as otherwise specifically provided in any Ancillary Agreement, the procedures for discussion, negotiation and mediation set forth in this Article 8 shall apply to all disputes, controversies or claims (whether arising in contract, tort or otherwise) between or among any Person in the Cellectis Group and the Company Group that may arise out of or relate to, or arise under or in connection with this Agreement, or the transactions contemplated hereby or thereby (including all actions taken in furtherance of the transactions contemplated hereby on or prior to the Effective Date.",disputes
"Disputes. (a) Resolution of any and all disputes arising from or in connection with this Agreement other than those arising from or in connection with Article IV of this Agreement, whether based on contract, tort, statute or otherwise, including, but not limited to, disputes in connection with claims by third parties (collectively, ""Disputes""), shall be subject to the provisions of this Section 10.14; provided, however, that nothing contained herein shall preclude any party from seeking or obtaining (i) injunctive relief or (ii) equitable or other judicial relief to enforce the provisions hereof or to preserve the status quo pending resolution of Disputes hereunder.",disputes
"Disputes. In the event any question or dispute arises with respect to the proper interpretation of this Warrant Agreement or the Warrant Agent’s duties hereunder or the rights of the Company or of any holder of a Warrant, the Warrant Agent shall not be required to act and shall not be held liable or responsible for refusing to act until the question or dispute has been judicially settled (and the Warrant Agent may, if it deems it advisable, but shall not be obligated to, file a suit in interpleader or for a declaratory judgment for such purpose) by final judgment rendered by a court of competent jurisdiction, binding on all parties interested in the matter which is no longer subject to review or appeal, or settled by a written document in form and substance satisfactory to the Warrant Agent and executed by the Company and each other interested party. In addition, the Warrant Agent may require for such purpose, but shall not be obligated to require, the execution of such written settlement by all the Warrant holders, as applicable, and all other parties that may have an interest in the settlement.",disputes
Disputes. Between Users With Company,disputes
"Disputes. Department of Labor has set forth in 29 C.F.R. § 10.51, Disputes concerning Recipient compliance, the procedures for resolving disputes concerning an Recipient’s compliance with Department of Labor regulations at 29 C.F.R. § 10. Such disputes shall be resolved in accordance with those. This includes disputes between the Recipient (or any of its Subrecipients) and the contracting agency, the Department of Labor, or the workers or their representatives.",disputes
Disputes. If a dispute arises during or after the term of this,disputes
"Disputes. In the event of a dispute regarding the Service, you and the Service agree to resolve the dispute by looking to this Agreement. You agree that this Agreement is the complete and exclusive statement of the agreement between you and the Service which supersedes any proposal or prior agreement, oral or written, and any other communications between you and the Service relating to the subject matter of this Agreement. If there is a conflict between what an employee of the Service or Customer Service Department says and the terms of this Agreement, the terms of this Agreement will prevail.",disputes
"Disputes. The Seller may dispute any amounts reflected on the Closing Balance Sheet, but only on the basis that the Closing Balance Sheet has not been prepared in accordance with U.S. GAAP or on a basis substantially consistent with the preparation of the Interim Balance Sheet and the other Financial Statements; provided, however, that the net effect of such disputed amounts in the aggregate would affect the Equity Value reflected on the Closing Balance Sheet by more than $100,000; provided further, however, that the Seller shall have notified the Purchaser in writing of each disputed item, specifying the amount thereof in dispute and setting forth, in reasonable detail, the basis for such dispute, within 30 Business Days of the Purchaser's delivery of the Closing Balance Sheet to the Seller. With respect to any portions of the Closing Balance Sheet that are not in dispute, a purchase price adjustment shall be made in accordance with Section 2.06(c). In the event of such a dispute, the Seller and the Purchaser shall attempt to reconcile their differences, and any resolution by them as to any disputed amounts shall be final, binding and conclusive on the Seller and the Purchaser. If the Seller and the Purchaser are unable to reach a resolution with such effect within 30 Business Days after receipt by the Purchaser of the Seller's written notice of dispute, the Seller and the Purchaser shall submit the items remaining in dispute for resolution to an independent accounting firm of international reputation mutually acceptable to the Purchaser and the Seller or, if no such firm is agreed upon, PricewaterhouseCoopers(the ""Independent Accounting Firm""), which shall, within 30 Business Days after such submission, determine and report to the Purchaser and the Seller upon such remaining disputed items, and such report shall be final, binding and conclusive on the Seller and the Purchaser. The fees and disbursements of the Independent Accounting Firm shall be allocated between the Seller and the Purchaser in the same proportion that the aggregate amount of such remaining disputed items so submitted to the Independent Accounting Firm that are unsuccessfully disputed by each such party (as finally determined by the Independent Accounting Firm) bears to the total amount of such remaining disputed items so submitted. In acting under this Agreement, the Independent Accounting Firm shall be entitled to the privileges and immunities of arbitrators.",disputes
"Disputes. If the parties (including Escrow Agent) shall be in disagreement about the interpretation of this Agreement, or about their respective rights and obligations, or the propriety of any action contemplated by Escrow Agent, or the application of the Deposit, Escrow Agent shall hold the Deposit until the receipt of written instructions from both Buyer and Seller or a final order of a court of competent jurisdiction. In addition, in any such event, Escrow Agent may, but shall not be required to, file an action in interpleader to resolve the disagreement. Escrow Agent shall be indemnified for all costs and reasonable attorneys’ fees in its capacity as Escrow Agent in connection with any such interpleader action and shall be fully protected in suspending all or part of its activities under this Agreement until a final judgment in the interpleader action is received.",disputes
"Disputes. This Article 10 shall apply to any dispute arising under or related to this Agreement (whether arising in contract, tort or otherwise, and whether arising at law or in equity), including (a) any dispute regarding the construction, interpretation, performance, validity or enforceability of any provision of this Agreement or whether any Person is in compliance with, or breach of, any provisions of this Agreement, and (b) the applicability of this Article 10 to a particular dispute. Notwithstanding the foregoing, this Article 10 shall not apply to any matters that, pursuant to the provisions of this Agreement, are to be resolved by a vote of the Members (including through the Management Committee); provided, however, that if a vote, approval, consent, determination or other decision must, under the terms of this Agreement, be made (or withheld) in accordance with a standard other than Sole Discretion (such as a reasonableness standard), then the issue of whether such standard has been satisfied may be a dispute to which this Article 10 applies. Any dispute to which this Article 10 applies is referred to herein as a ""Dispute."" With respect to a particular Dispute, each Member that is a party to such Dispute is referred to herein as a ""Disputing Member."" The provisions of this Article 10 shall be the exclusive method of resolving Disputes.",disputes
Disputes. 10.1 The Parties agree to attempt to resolve all disputes arising out of the interconnection process according to the provisions of this article.,disputes
"Disputes. If Seller and Buyer are unable to resolve the matters addressed in the Dispute Notice, each of Buyer and Seller shall within ten (10) days after the delivery of such Dispute Notice, (a) summarize its position with regard to such dispute in a written document of 20 pages or less and (b) submit such summaries to such Person as the Parties may mutually select (the “Accounting Arbitrator”), together with the Dispute Notice, the Final Settlement Statement and any other documentation such Party may desire to submit. The Accounting Arbitrator shall not have been engaged for any material matter by either Party or its respective Affiliates for the last five (5) years. Within ten (10) days after receiving the Parties’ respective submissions, the Accounting Arbitrator shall render a decision choosing either Seller’s position or Buyer’s position with respect to each matter addressed in any Dispute Notice, based on the materials described above. Without limiting the application of Section 15.2(d) or Buyer’s rights to indemnity under Section 13.2(d) for Seller Taxes, any decision rendered by the Accounting Arbitrator pursuant hereto shall be final, conclusive and binding on Seller and Buyer and enforceable against any of the Parties in any court of competent jurisdiction. The costs of such Accounting Arbitrators shall be borne one-half by Buyer and one-half by Seller. Buyer and Seller shall each bear their own attorneys’ fees and other arbitration expenses, and the Accounting Arbitrator shall have no authority to award attorneys’ fees or expenses to either Party.",disputes
"Disputes. 11.1 In the event of any dispute, controversy or claim arising out of or in connection with this Agreement, or in relation to any question regarding its existence, breach, termination or invalidity (in each case, a Dispute), either party may give written notice to the other specifying the nature of the Dispute and requesting discussions under this clause 11. As soon as reasonably practicable following receipt of a Dispute Notice, the parties will meet (in person, or by audio or video conference) and endeavour to resolve the Dispute by discussion, negotiation and agreement.",disputes
"Disputes. As a condition of the granting of the Option hereby, the Optionee and his heirs and successors agree that any dispute or disagreement which may arise hereunder shall be determined by the Board in its sole discretion and judgment, and that any such determination and any interpretation by the Board of the terms of this Option shall be final and shall be binding and conclusive, for all purposes, upon the Company, Optionee, his heirs and personal representatives.",disputes
"Disputes. The parties agree to resolve any claim or controversy arising out of or relating to this Agreement by binding arbitration under the Federal Arbitration Act before one arbitrator in the City of Houston, State of Texas, administered by the American Arbitration Association under its Commercial Arbitration Rules, and judgment on the award rendered by the arbitrator may be entered in any court having jurisdiction thereof. The Company shall reimburse Executive, on a current basis, for all legal fees and expenses incurred by Executive in connection with any dispute arising under this Agreement, including, without limitation, the fees and expenses of the arbitrator, unless the arbitrator finds Executive brought such claim in bad faith, in which event each party shall pay its own costs and expenses and Executive shall repay to the Company any fees and expenses previously paid on Executive’s behalf by the Company. The parties stipulate that the provisions hereof shall be a complete defense to any suit, action, or proceeding instituted in any federal, state, or local court or before any administrative tribunal with respect to any controversy or dispute arising during the period of this Agreement and which is arbitrable as herein set forth. The arbitration provisions hereof shall, with respect to such controversy or dispute, survive the termination of this Agreement.",disputes
Disputes. Contractor shall continue with the responsibilities under this Agreement during any dispute.,disputes
"Disputes. Except as otherwise may be provided by law, all disputes arising under or as a result of a breach of this agreement that are not disposed of by mutual agreement shall be resolved in accordance with this clause.",disputes
"Disputes. Borrower shall promptly notify Lender of all disputes or claims relating to Accounts and Chattel Paper. Borrower will not, without Lender's prior written consent, compromise or settle any Account or Chattel Paper for less than the full amount thereof, grant any extension of time of payment of any Account or Chattel Paper, release (in whole or in part) any Account Debtor or other person liable for the payment of any Account or Chattel Paper or grant any credits, discounts, allowances, deductions, return authorizations or the like with respect to any Account or Chattel Paper; except that prior to an Event of Default Borrower may do such things in the ordinary course of business. Borrower will promptly report any such permitted settlement or forgiveness to Lender.",disputes
"Disputes. If any dispute arises under this Agreement, the Consultant and the Client shall negotiate in good faith to settle such dispute. If the parties cannot resolve such disputes themselves, then either party may submit the dispute to mediation by a mediator approved by both parties. If the parties cannot agree with any mediator or if either party does not wish to abide by any decision of the mediator, they shall submit the dispute to arbitration by any mutually acceptable arbitrator, or the American Arbitration Association (AAA). The costs of the arbitration proceeding shall be borne according to the decision of the arbitrator, who may apportion costs equally or in accordance with any finding of fault or lack of good faith of either party. If either party does not wish to abide by any decision of the arbitrator, they shall submit the dispute to litigation. The jurisdiction for any dispute shall be administered in",disputes
"Disputes. As a condition to the granting the options contained in this Agreement, Optionee and Optionee's successors and assigns agree that any dispute or disagreement which shall arise under or as a result of this Agreement shall be determined by the Committee in its sole discretion and judgment. Any such determination or interpretation by the Committee of the terms of this Agreement shall be final and shall be binding and conclusive for all purposes.",disputes
"Disputes. As a condition of the granting of the Option herein granted, the Optionee agrees, for the Optionee, any Permitted Transferees and the Optionee's personal representatives, that any interpretation which may arise under or as a result of or pursuant to this Option Agreement shall be determined by the Board, in its sole discretion, and that any interpretation by the Board of the terms of this Option Agreement shall be final, binding and conclusive.",disputes
"Disputes. In the case of a dispute as to the determination of the Exercise Price or the arithmetic calculation of the number of Warrant Shares to be issued pursuant to the terms hereof, the Company shall promptly issue to the Holder the number of Warrant Shares that are not disputed and resolve such dispute in accordance with Section 5(m).",disputes
"Disputes. In the event that a dispute arises under this Agreement, it shall be determined by a Dispute Board in the following manner: Each party to this agreement shall appoint one member to the Dispute Board. The members so appointed shall jointly appoint an additional member to the Dispute Board. The Dispute Board shall review the facts, contract terms and applicable statutes and rules and make a determination of the dispute. The determination of the Dispute Board shall be final and binding on the parties hereto. As an alternative to this process, either of the parties may request intervention by the Governor, as provided by RCW 43.17.330, in which event the Governor's process will control.",disputes
"Disputes. Any dispute as to any matter covered under this Section 5.5 shall be resolved by an independent accounting firm mutually acceptable to the Seller Representative and the Buyer. The fees and expenses of such accounting firm shall be borne equally by the Sellers, on the one hand, and Buyer on the other. If any dispute with respect to a Tax Return is not resolved prior to the due date of such Tax Return, such Tax Return shall be filed in the manner which the Party responsible for preparing such Tax Return deems correct.",disputes
Disputes. Any dispute arising from this Agreement shall be resolved through: (Check one),disputes
"Disputes. All claims by Executive for compensation and benefits under this Agreement shall be in writing and shall be directed to and be determined by the Board. Any denial by the Board of a claim for benefits under this Agreement shall be provided in writing to Executive within 30 days of such decision and shall set forth the specific reasons for the denial and the specific provisions of this Agreement relied upon. The Board shall afford a reasonable opportunity to Executive for a review of its decision denying a claim and shall further allow Executive to appeal in writing to the Board a decision of the Board within sixty (60) days after notification by the Board that Executive’s claim has been denied. To the extent permitted by applicable law, any further dispute or controversy arising under or in connection with this Agreement shall be settled exclusively by arbitration in Atlanta, Georgia, in accordance with the rules of the American Arbitration Association then in effect. Judgment may be entered on the arbitrator’s award in any court having jurisdiction.",disputes
"Disputes. The Parties recognize that disputes as to certain matters may from time to time arise which relate to either Party’s rights and obligations hereunder. It is the objective of the Parties to establish procedures to facilitate the resolution of such disputes in an expedient manner by mutual cooperation and without resort to litigation. To accomplish this objective, the Parties agree to follow the procedures set forth in Section 15.3 if and when such a dispute arises between the Parties.",disputes
"Disputes. The Parties shall deal in good faith and attempt to resolve potential disputes informally. If a dispute concerning a question of fact arising under the terms of this Contract is not disposed of in a reasonable period of time by the Contractor’s Account Manager and the County’s project manager, such matter shall be brought to the attention of the Purchasing Agent by way of the following process:",disputes
"Disputes. This Contract shall be subject to the provisions of Title 15, Subtitle 2, of the State Finance and Procurement Article of the Annotated Code of Maryland and COMAR 21.10 (Administrative and Civil Remedies). Pending resolution of a claim, the Contractor shall proceed diligently with the performance of the Contract in accordance with the Procurement Officer’s decision. Unless a lesser period is provided by applicable statute, regulation, or Contract the Contractor must file a written notice of claim with the Procurement Officer within 30 days after the basis for the claim is known or should have been known, whichever is earlier. Contemporaneously with or within 30 days of the filing of a notice of claim, but no later than the date of final payment under the Contract, the Contractor must submit to the Procurement Officer its written claim containing the information specified in COMAR 21.10.04.02.",disputes
"Disputes a. In the event of any controversy or claim arising out of, relating to or in connection with the License, any provision of this Agreement, or the rights or obligations of the Parties hereunder, the Parties shall try to settle their differences amicably between themselves. Either Party may initiate such informal dispute resolution by sending written notice of the dispute to the other Party, and within ten (10) days after such notice appropriate representatives of the Parties shall meet for attempted resolution by good faith negotiations. If such representatives are unable to resolve promptly such disputed matter, it shall be referred to the CEO (or equivalent) of Licensor and to the CEO (or equivalent) of Licensee, for discussion and resolution. If such personnel are unable to resolve such dispute within thirty (30) days of initiating such negotiations, unless otherwise agreed by the Parties, such dispute shall proceed to mediation as provided under Section 9.7(b).",disputes
"Disputes. Any differences or disagreements arising between the Parties concerning the rights or liabilities under this Contract, or any modifying instrument entered into under Article VIII of this Contract, shall be resolved through the procedures set out in the Regulations.",disputes
"Disputes. (a) Any disputes, claims or controversies between the parties (i) arising out of or relating to this Guaranty, or (ii) brought by or on behalf of any shareholder of any party or a direct or indirect parent of a party (which, for purposes of this Section 15, shall mean any shareholder of record or any beneficial owner of shares of any party, or any former shareholder of record or beneficial owner of shares of any party), either on his, her or its own behalf, on behalf of any party or on behalf of any series or class of shares of any party or shareholders of any party against any party or any member, trustee, officer, manager (including Reit Management & Research LLC or its successor), agent or employee of any party, including disputes, claims or controversies relating to the meaning, interpretation, effect, validity, performance or enforcement of this Guaranty, including this arbitration provision, or the declarations of trust, limited liability company agreements or bylaws of any party hereto (all of which are referred to as “Disputes”), or relating in any way to such a Dispute or Disputes shall, on the demand of any party to such Dispute be resolved through binding and final arbitration in accordance with the Commercial Arbitration Rules (the “Rules”) of the American Arbitration Association (“AAA”) then in effect, except as those Rules may be modified in this Section 15. For the avoidance of doubt, and not as a limitation, Disputes are intended to include derivative actions against trustees, officers or managers of any party and class actions by a shareholder against those individuals or entities and any party. For the avoidance of doubt, a Dispute shall include a Dispute made derivatively on behalf of one party against another party. For purposes of this Section 15, the term “party” shall include any direct or indirect parent of a party.",disputes
"Disputes. In any dispute over any aspect of this Agreement, the prevailing party shall be entitled to reasonable attorney's fees, including costs of appeal.",disputes
Disputes. Any dispute arising from this Agreement shall be resolved through:,disputes
"Disputes. In the event of any dispute among the parties arising -------- out of this Agreement, the prevailing party shall be entitled to recover from the nonprevailing party the reasonable expenses of the prevailing party including, without limitation, reasonable attorneys' fees.",disputes
"Disputes. Any dispute arising from this Agreement shall be resolved through mediation. If the dispute cannot be resolved through mediation, then the dispute will be resolved through binding arbitration conducted in accordance with the rules of the American Arbitration Association.",disputes
